Lead Name,Website,Website Available,Phone,Lead Score,Priority,Source,Location,Industry,Recommended Services
GJ Global IT Ventures - Software Company in Kozhikode,http://www.gjglobalsoft.com/,Yes,+91 98955 53353,56,Low,SerpAPI,"Cyberpark, Palazhi, Kozhikode, Pantheeramkavu, Kerala 673016, India",it companies,"AI Chatbot / CRM, E-Commerce Development"
Infinite Open Source Solutions LLP,https://ioss.co/,Yes,+91 95449 71055,45,Low,SerpAPI,"Sahya Building, KSITIL Special Economic Zone, Unit No 03, Nellikode PO, Govt .Cyberpark, Kozhikode, Kerala 673016, India",it companies,None Identified
Niveosys Technologies Pvt Ltd.,https://www.niveosys.com/,Yes,+91 495 297 0104,60,Low,SerpAPI,"Ground Floor, Niveosys Technologies Pvt Ltd, KINFRA Advanced Technology Park, Ramanattukara, Kozhikode, Kerala 673631, India",it companies,"AI Chatbot / CRM, Analytics Integration, E-Commerce Development"
MaiTexa Technologies,https://www.maitexa.in/,Yes,+91 94479 33266,60,Low,SerpAPI,"First Floor, AVS Tower, 4437, Kallai Rd, opp. Jayalakshmi Silks, Palayam, Kozhikode, Kerala 673002, India",it companies,"Cloud Services, Analytics Integration, E-Commerce Development"
CALICUT REAL ESTATES,,No,+91 93875 23327,91,High,SerpAPI,"Sharara Plaza, E-13, Mavoor Rd, Mavoor Road Junction, Arayidathupalam, Kozhikode, Kerala 673001, India",real estate companies,"Web Development, Mobile App Development, Digital Marketing, AI Chatbot / CRM"
KOZHIKODE PROPERTY REAL ESTATE ( Real Estate Agent - House for Sale - Commercial Property ) - Kozhikode,,No,+91 93875 23327,91,High,SerpAPI,"63/897, OUR COLLEGE BUILDING,GROUND FLOOR, Mavoor Rd, near KSRTC BUS TERMINAL, Kozhikode, Kerala 673001, India",real estate companies,"Web Development, Mobile App Development, Digital Marketing, AI Chatbot / CRM"
Happy Deals,,No,+91 98464 98466,91,High,SerpAPI,"Manama Building, scan point second floor, Kozhikode, Kerala 673001, India",real estate companies,"Web Development, Mobile App Development, Digital Marketing, AI Chatbot / CRM"
Thomas Associates,http://www.thomasassociatesreal.com/,Yes,+91 93875 23327,62,Low,SerpAPI,"Ground Floor, Our College Building UK Sankunni Road, and, Mavoor Rd, starting, Koombara, Kozhikode, Kerala 673001, India",real estate companies,"Mobile App Development, AI Chatbot / CRM, E-Commerce Development"
Thomas Associates Villa For Sale Calicut,http://thomasassociatesrealty.com/,Yes,+91 93875 23327,69,Medium,SerpAPI,"13, Sharara Plaza, Mavoor Rd, Singapore Bazar, Arayidathupalam, Mavoor, Kozhikode, Kerala 673004, India",real estate companies,"Mobile App Development, Digital Marketing, SSL / Security, Analytics Integration"
Karadan Lands Pvt. Ltd.,https://karadanlands.in/,Yes,+91 92075 92000,62,Low,SerpAPI,"1st Floor, Karadan Square, Cherooty Nagar Housing Colony, Koombara, Kozhikode, Kerala 673006, India",real estate companies,"Mobile App Development, CRM / HRM Software, Cloud Services"
Landworld Real Estate,http://landworld.in/,Yes,+91 92491 99999,62,Low,SerpAPI,"2nd Floor, HiLITE Business Park, Poovangal, Pantheeramkavu, Kozhikode, Kerala 673014, India",real estate companies,"Mobile App Development, Cloud Services, Analytics Integration"
Raf Realtors,https://rafrealtors.com/,Yes,+91 77368 52999,63,Low,SerpAPI,"Rm No.1715, 7th Floor, HiLITE Business Park, Poovangal, Kozhikode, Pantheeramkavu, Kerala 673014, India",real estate companies,"Mobile App Development, Digital Marketing, Analytics Integration"
ESHKOL Propertia,http://www.t-eshkol.com/,Yes,+91 85920 18822,90,High,SerpAPI,"K R Arcade, Shasthri Nagar Colony, East Nadakkave, Kozhikode, Kerala 673006, India",real estate companies,"Website Revamp, Mobile App Development, Digital Marketing, SSL / Security, AI Chatbot / CRM, CRM / HRM Software, Cloud Services, Analytics Integration, E-Commerce Development"
Lyra Realtors Private Limited,http://www.lyrarealtors.com/,Yes,+91 99611 88802,75,Medium,SerpAPI,"Trans Avenue, 14/836, NGO Quarters - Mavelipuram Rd, near Municipal office, Thrikkakara, Kakkanad, Kochi, Kakkanad, Kerala 682030, India",real estate compamines,"Mobile App Development, Digital Marketing, AI Chatbot / CRM, CRM / HRM Software, Analytics Integration, E-Commerce Development"
Real Estate Kochi,,No,+91 90726 77333,88,High,SerpAPI,"North Park building, St Vincent Rd, North Kaloor, Kacheripady, Ernakulam, Kerala 682018, India",real estate compamines,"Web Development, Mobile App Development, Digital Marketing, AI Chatbot / CRM"
CBRE Kochi,https://www.cbre.co.in/?utm_medium=organic&utm_source=google&utm_campaign=GoogleMyBusiness_yext_local_listings,Yes,+91 484 414 8280,66,Medium,SerpAPI,"Suite No: 2, 6th Floor, Centre A, Alapatt Heritage Building, 40 / 6584 (G, Mahatma Gandhi Rd, Shenoys, Kochi, Ernakulam, Kerala 682035, India",real estate compamines,"Mobile App Development, AI Chatbot / CRM, Cloud Services, E-Commerce Development"
Kerala Realty,http://keralarealty.in/,Yes,+91 77361 00999,63,Low,SerpAPI,"4 th floor, Green Land Heights, KRA Business Centre, Civil Line Rd, Kochi, Kerala 682025, India",real estate compamines,"Mobile App Development, Cloud Services, E-Commerce Development"
BRS REALTORS,https://brsrealtors.com/,Yes,+91 484 407 3636,62,Low,SerpAPI,"No 87, 63/472A, north extension road, North Gandhi Nagar, Giri Nagar, Kadavanthra, Kochi, Ernakulam, Kerala 682020, India",real estate compamines,"Mobile App Development, Cloud Services, E-Commerce Development"
Jacob Thomas Property Management Consultant,https://jacobthomas.biz/,Yes,+91 94953 00009,62,Low,SerpAPI,"Flat Number:1A6, Holyfaith Four Square Manor, Behind Model Engineering, College,, Thrikkakara, Kakkanad, Kochi, Kerala 682021, India",real estate compamines,"Mobile App Development, CRM / HRM Software, Cloud Services"
KOCHI REALTY HUB,https://www.instagram.com/kochirealtyhub/,Yes,+91 93491 60539,63,Low,SerpAPI,"Spring dew building, Karingachira, Thrippunithura, Ernakulam, Kerala 682301, India",real estate compamines,"Website Revamp, AI Chatbot / CRM, Analytics Integration"
Kochi Realtor,https://kochirealtor.in/,Yes,+91 93493 91800,61,Low,SerpAPI,"Ponekkara, Edappally, Ernakulam, Kerala 682024, India",real estate compamines,"Mobile App Development, Digital Marketing, Analytics Integration"
Realtyfield Advisors Private Limited,https://realtyfield.in/,Yes,+91 97450 60345,56,Low,SerpAPI,"62/5011, Wolfpack, Mahatma Gandhi Rd, Iyyattil Junction, Shenoys, Kochi, Ernakulam, Kerala 682011, India",real estate compamines,Mobile App Development
Ernakulam Realestates,https://ernakulamrealestates.com/,Yes,+91 85899 94444,59,Low,SerpAPI,"LFC Rd, Kaloor, Kochi, Ernakulam, Kerala 682017, India",real estate compamines,"Mobile App Development, Cloud Services, Analytics Integration"
Gujarat Infotech Limited,https://www.gujaratinfotech.com/,Yes,+91 79 2748 5109,48,Low,SerpAPI,"3rd Floor, 304-307, Science City Rd, near Shell Petrol Pump, Sola, Ahmedabad, Gujarat 380060, India",it companies,None Identified
Budventure Technologies Pvt Ltd,https://www.budventure.technology/,Yes,+91 99241 01601,49,Low,SerpAPI,"303, Vedanta, opp. Usmanpura, Garden, Usmanpura, Ahmedabad, Gujarat 380009, India",it companies,None Identified
Top Software Companies,https://topsoftwarecompanies.co/,Yes,,58,Low,SerpAPI,"C 308, Sarkhej - Gandhinagar Hwy, opposite Kargil Petrol Pump, near Gujarat High Court, Vishwas City 1, Sola, Ahmedabad, Gujarat 380060, India",it companies,"AI Chatbot / CRM, E-Commerce Development"
Rushkar Technology Pvt. Ltd,https://rushkar.com/?utm_source=GMBListing&utm_medium=Organic,Yes,+91 78628 49759,46,Low,SerpAPI,"B-512, Titenium City Center, Satellite, Ahmedabad, Gujarat 380015, India",it companies,None Identified
Hyperlink InfoSystem,https://www.hyperlinkinfosystem.com/,Yes,+91 80001 61161,45,Low,SerpAPI,"Ganesh Meridian, BLOCK-C, Opp Gujarat high court, 106/B, Sarkhej - Gandhinagar Hwy, Sola, Ahmedabad, Gujarat 380060, India",it companies,None Identified
BoTree Technologies,https://www.botreetechnologies.com/,Yes,+91 81411 89890,44,Low,SerpAPI,"14th Floor, COLONNADE-2, B/H, Rajpath Rangoli Rd, nr. Maruti Celedron, opp. AUDA Garden, Bodakdev, Ahmedabad, Gujarat 380059, India",it companies,None Identified
Hashcrypt Technologies Pvt. Ltd.,https://hashcrypt.com/,Yes,+91 90332 72899,49,Low,SerpAPI,"3rd Floor, United Square, Nana Mava Rd, Karan Park, Rajkot, Gujarat 360001, India",it companies,None Identified
Silicon IT Hub,https://www.siliconithub.com/?utm_source=google&utm_medium=local&utm_campaign=gmb&utm_content=india,Yes,+91 79 3512 7022,44,Low,SerpAPI,"B1-Ground Floor, Safal Profitaire, Corporate Rd, Prahlad Nagar, Ahmedabad, Gujarat 380015, India",it companies,None Identified
MLM Software company Ahmedabad DNG,https://www.dngwebtech.com/mlm-software-development,Yes,+91 98248 90699,66,Medium,SerpAPI,"11th floor office no 1104 Capstone building, kalgi cross roads Above la pino'z pizza, nr parimal garden, Gujarat 380006, India",it companies,"Mobile App Development, AI Chatbot / CRM, Cloud Services, E-Commerce Development"
TechMayntra IT Solutions,https://techmayntra.com/,Yes,+91 97222 27539,50,Low,SerpAPI,"JB tower, 715, opp. Doordarshan kendra, Nilmani Society, Thaltej, Ahmedabad, Gujarat 380054, India",it companies,None Identified
Pentium Construction Pvt Ltd - Builders in Calicut,http://www.pentiumconstructions.in/,Yes,+91 95441 41000,85,High,SerpAPI,"Aravind Ghosh Road, Mananchira, Kozhikode, Kerala 673001, India",construction companies,"Website Revamp, Mobile App Development, SSL / Security, AI Chatbot / CRM, CRM / HRM Software, Cloud Services, Analytics Integration, E-Commerce Development"
Unicap contractors & Developers Pvt Ltd,http://www.unicap.in/,Yes,+91 79941 11444,91,High,SerpAPI,"Mini Bypass Rd, Thiruthiyad, Kozhikode, Kerala 673004, India",construction companies,"Website Revamp, Mobile App Development, Digital Marketing, SSL / Security, AI Chatbot / CRM, CRM / HRM Software, Cloud Services, Analytics Integration, E-Commerce Development"
Reigate Builders P Ltd,https://reigatebuilders.com/,Yes,+91 94470 92396,53,Low,SerpAPI,"West Nadakkave, Vandipetta, West Hill, Kozhikode, Kerala 673011, India",construction companies,Mobile App Development
Hiline Construction | Builders & Developers Calicut,https://www.hilinedevelopers.com/,Yes,+91 96337 47727,66,Medium,SerpAPI,"A18, 2nd Floor, Sree Hari Building, 5/854, NH bypass, near Decathlon Rd, Kodal Nadakkavu, Pantheeramkavu, Pantheerankave, Kerala 673019, India",construction companies,"Mobile App Development, AI Chatbot / CRM, Cloud Services, E-Commerce Development"
Confident Group Builders - Calicut,https://www.confident-group.com/flats-in-calicut?utm_source=google&utm_medium=gmb&utm_campaign=gmb_calicut_page,Yes,+91 495 309 3333,57,Low,SerpAPI,"3rd floor, BUILDING NO.29/2241 B4 KARIMBANAKKAL BUILDING, NELLIKODE, BYPASS, Thondayad, Kerala 673016, India",construction companies,"Mobile App Development, E-Commerce Development"
Gravity Infrastructures,http://gravityinfrastructures.com/,Yes,+91 98462 38687,71,Medium,SerpAPI,"Raj Kamal, State Highway 28, Arayidathupalam, BuildingKozhikode, Kozhikode, Kerala 673004, India",construction companies,"Mobile App Development, AI Chatbot / CRM, Cloud Services, Analytics Integration, E-Commerce Development"
Attitude Builders & Consultants,https://attitudebuildcon.com/,Yes,+91 94470 19259,67,Medium,SerpAPI,"Hillview Colony, Chevayoor, Kozhikode, Kerala 673017, India",construction companies,"Mobile App Development, AI Chatbot / CRM, CRM / HRM Software, E-Commerce Development"
Calicut Landmark Builders,http://landmarkbuilders.co.in/,Yes,+91 495 243 6600,55,Low,SerpAPI,"Mini Bypass Rd, Thondayad, Kozhikode, Iringallur, Kerala 673014, India",construction companies,"Mobile App Development, SSL / Security, E-Commerce Development"
Calicut Landmark Builders Private Limited,https://landmarkbuilder.in/,Yes,+91 93881 12233,62,Low,SerpAPI,"NH 17 Bypass, Junction, Thondayad, Kozhikode, Kerala 673016, India",construction companies,"Mobile App Development, Digital Marketing, Analytics Integration"
PMK Constructions India Private Limited,https://www.pmkconstructions.in/about.html,Yes,+91 495 276 1890,75,High,SerpAPI,"7Q6H+22H, YMCA International Cultural Complex, YMCA Cross Rd, Kozhikode, Kerala 673001, India",construction companies,"Mobile App Development, Digital Marketing, AI Chatbot / CRM, CRM / HRM Software, Cloud Services, Analytics Integration, E-Commerce Development"
BRS REALTORS,https://brsrealtors.com/,Yes,+91 484 407 3636,62,Low,SerpAPI,"No 87, 63/472A, north extension road, North Gandhi Nagar, Giri Nagar, Kadavanthra, Kochi, Ernakulam, Kerala 682020, India",real estate companies,"Mobile App Development, Cloud Services, E-Commerce Development"
Zeztate Property Management Services,http://www.zeztate.com/,Yes,+91 91425 26272,65,Medium,SerpAPI,"opp, EMC NH Bypass, Kesaveeyam, Palarivattom, Kochi, Ernakulam, Kerala 682025, India",real estate companies,"Mobile App Development, AI Chatbot / CRM, CRM / HRM Software, E-Commerce Development"
Zephyr Technologies & Solutions Pvt Ltd – Certified Internship & Skill Training (Bangalore | Mangalore | India),http://www.zephyrtechnologies.co/,Yes,+91 81118 43307,60,Low,SerpAPI,"5th floor, Oberle Towers, Balmatta, Mangaluru, Karnataka 575001, India",it companies,"AI Chatbot / CRM, CRM / HRM Software, E-Commerce Development"
(UniCourt) Mangalore Infotech Solutions Pvt. Ltd.,https://mangaloreinfotech.in/,Yes,,63,Medium,SerpAPI,"Ground Floor, Bhangra, Diya Tech Park, Chowki, Kuloor - Kavoor Rd, Bangrakuloor, Kottara, Mangaluru, Karnataka 575013, India",it companies,"Mobile App Development, AI Chatbot / CRM, Analytics Integration, E-Commerce Development"
Cognizant Technology Solutions,http://www.cognizant.com/contactus?LocationType=I-M&cntry=india,Yes,+91 1800 208 6999,68,Medium,SerpAPI,"1st Cross Road, CREO Building, #743/1 Bendoorwell Kadri Village Kasaba hobli, Bendoor, Mangaluru, Karnataka 575002, India",it companies,"Mobile App Development, AI Chatbot / CRM, CRM / HRM Software, Cloud Services, Analytics Integration, E-Commerce Development"
Diya Systems (Mangalore) Pvt. Ltd,http://www.diya.net/,Yes,+91 824 248 5307,54,Low,SerpAPI,"post, near kings Park Layout, Mary Hill, Ranipura Ulliya, Kavoor, Mangaluru, Karnataka 575015, India",it companies,"Mobile App Development, Cloud Services, E-Commerce Development"
Worldwide Cloud Solutions,,No,+91 96639 64151,91,High,SerpAPI,"4-59/3, Shree Ram Building Derebail, Konchady, Mangaluru, Karnataka 575006, India",it companies,"Web Development, Mobile App Development, Digital Marketing, AI Chatbot / CRM"
CodeCraft Technologies Pvt Ltd,https://www.codecrafttech.com/,Yes,+91 824 244 3697,49,Low,SerpAPI,"2nd Floor, Classique arcade, KSR Road, Hampankatta, Mangaluru, Karnataka 575001, India",it companies,E-Commerce Development
Vitvara Technologies,http://www.vitvara.in/,Yes,+91 85488 66226,61,Low,SerpAPI,"2nd Floor, Adarsh friends association, Chilimbi, Kotekani, Mangaluru, Karnataka 575004, India",it companies,"AI Chatbot / CRM, CRM / HRM Software, Cloud Services"
Mphasis,https://careers.mphasis.com/,Yes,,55,Low,SerpAPI,"Morgan's Gate, ELLA, PL Compound, Jeppu Market Rd, Mangaluru, Karnataka 575001, India",it companies,"Mobile App Development, AI Chatbot / CRM, E-Commerce Development"
Trinix Technologies Private Limited,http://www.trinixtechnologies.com/,Yes,+91 81479 43821,55,Low,SerpAPI,,it companies,"Cloud Services, Analytics Integration"
Prasanna Technologies Pvt Ltd,http://www.prasannatechnologies.com/,Yes,+91 824 249 3009,52,Low,SerpAPI,"2nd floor, Essel centre, MG Rd, Tilak Nagar, Boloor, Kodailbail, Mangaluru, Karnataka 575003, India",it companies,"Mobile App Development, Cloud Services, Analytics Integration"
Royallinks Constructions Bangalore,https://www.royallinks.in/,Yes,+91 99806 43040,59,Low,SerpAPI,"First Floor 3rd Sector, No: 765,16th Main, 22nd Cross Rd, near HSR Club, HSR Layout, Bengaluru, Karnataka 560102, India",construction companies,"Mobile App Development, Digital Marketing, Analytics Integration"
Smiti Construction,http://smiticonstruction.com/,Yes,+91 99455 78800,59,Low,SerpAPI,"1, Plot 1668/1 sy 45/4,Nagadevanahalli 1st Block, Sir M.V Layout, BDA, 1st Block, SMV Layout, Bengaluru, Karnataka 560110, India",construction companies,"Mobile App Development, Cloud Services"
Tectonics Constructions - Construction Companies Bangalore | Best Construction company Bangalore | Civil Contractors,https://www.tectonicsconstruction.com/,Yes,+91 78928 33188,65,Medium,SerpAPI,"No#53, 3rd Cross Rd, near prathyangira devi temple Hillview garden, Jayanagar housing society layout, Subramanyapura, Bengaluru, Karnataka 560061, India",construction companies,"Mobile App Development, AI Chatbot / CRM, Cloud Services, E-Commerce Development"
"Wall Nut Builders Bangalore, Best Construction Company, Interior Designing, Villa Construction",http://wallnutbuilders.in/,Yes,+91 99166 80792,62,Low,SerpAPI,"maruthi Mandir, 23, 80 Feet Rd, 2nd Block, Govindaraja Nagar Ward, Anubhav Nagar, Vijayanagar, Bengaluru, Karnataka 560072, India",construction companies,"Mobile App Development, Cloud Services, E-Commerce Development"
Brickmark constructions | Best construction company in Bangalore,https://brickmark.in/,Yes,+91 76768 95443,80,High,SerpAPI,"48/2 2nd floor KC das building Church Street, St Mark's Rd, Bengaluru, Karnataka 560001, India",construction companies,"Mobile App Development, Digital Marketing, AI Chatbot / CRM, CRM / HRM Software, Cloud Services, Analytics Integration, E-Commerce Development"
Vinra Group - Construction | Interior | Real Estate,https://vinragroup.com/,Yes,+91 88848 98765,53,Low,SerpAPI,"No-34-1 First Floor Promenade, Junction, Meanee Ave Rd, Sindhi Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",construction companies,"Mobile App Development, Cloud Services"
Buildhood Infratech Pvt Ltd | Builders | Best Home Construction Company,https://www.buildhood.com/,Yes,+91 78028 08080,64,Medium,SerpAPI,"107, 1st Floor, Brigade Arcade, Whitefield Rd, Brigade Metropolis, Garudachar Palya, Bengaluru, Karnataka 560048, India",construction companies,"AI Chatbot / CRM, CRM / HRM Software, Cloud Services, E-Commerce Development"
Rightcon Constructions Pvt Ltd - Premium Construction Contractors,http://rightcon.in/,Yes,+91 96065 92959,83,High,SerpAPI,"240, 32nd Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070, India",construction companies,"Website Revamp, Mobile App Development, SSL / Security, AI Chatbot / CRM, CRM / HRM Software, Cloud Services, Analytics Integration, E-Commerce Development"
Tycoon Constructions Pvt Ltd - Construction companies in Bangalore - leading construction companies in bangalore,https://tycoonconstructions.in/,Yes,+91 99725 48168,59,Low,SerpAPI,"Smart plaze, Coles Rd, Cleveland Town, Fraser Town, Bengaluru, Karnataka 560005, India",construction companies,"Mobile App Development, Digital Marketing, Analytics Integration"
Metro Mane Construction Contractors Bangalore,http://www.metromane.in/,Yes,+91 81472 68952,54,Low,SerpAPI,"941, near Deepa Complex, opposite to BBMP Ground, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru, Karnataka 560072, India",construction companies,"Mobile App Development, E-Commerce Development"
"Gamut Buildcon Pvt. Ltd.- EPC, Civil Construction & Interior Designer Company In Delhi NCR, Gurugram & Noida, India",https://www.gamutbuildcon.com/,Yes,+91 97116 37900,49,Low,SerpAPI,"Unit No. 301, F4J2+G27, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",construction companies,Cloud Services
Jandu Construction India Pvt. Ltd.,,No,,84,High,SerpAPI,"A-21, Second Floor, Pushpanjali Enclave, Pitampura, New Delhi, Delhi 110034, India",construction companies,"Web Development, Mobile App Development, Digital Marketing, AI Chatbot / CRM"
Mastic Asphalt Road Contractor Govt. & Pvt.,https://youtube.com/channel/UC79Pjhqwlv3m-OCLZU2kHsw,Yes,+91 98913 62044,63,Low,SerpAPI,"House no. 41, Block D, JJ Colony, Sector 24, Rohini, Delhi, 110085, India",construction companies,"Mobile App Development, Digital Marketing, Analytics Integration"
KRISHNA CONSTRUCTION COMPANY,http://krishnaconstructionco.com/,Yes,+91 99107 26333,67,Medium,SerpAPI,"A-105/2, Vijay Vihar Phase II, Sector 4, Pocket N, Sector 4, Rohini, New Delhi, Delhi, 110085, India",construction companies,"Mobile App Development, Digital Marketing, SSL / Security, Analytics Integration"
VRC Constructions (India) Limited,http://www.vrcgroup.in/,Yes,+91 11 2521 1095,51,Low,SerpAPI,"Plot No.16 ,VRC Tower, Rohtak Road, 190, Paschim Vihar Ext Rd, opp. Metro Pillar No, New Delhi, Delhi 110063, India",construction companies,"CRM / HRM Software, E-Commerce Development"
ANEJA CONSTRUCTIONS INDIA LIMITED,http://www.acil.co.in/,Yes,+91 11 4552 0699,53,Low,SerpAPI,"A-3, 22, Block A3, Janakpuri, New Delhi, Delhi, 110058, India",construction companies,"Mobile App Development, Analytics Integration"
Dynacon Projects Pvt. Ltd.,http://www.dynaconprojects.com/,Yes,+91 92054 85826,75,Medium,SerpAPI,"2, B-2/36, Site-B, Surajpur, UPSIDC Ind Area, 37, Site B Industrial Area Rd, Block B, UPSIDC Site B, Surajpur, Greater Noida, Uttar Pradesh 201306, India",construction companies,"Mobile App Development, Digital Marketing, AI Chatbot / CRM, CRM / HRM Software, Cloud Services, E-Commerce Development"
Poddar Infratech Pvt Ltd,http://poddarconstruction.com/,Yes,+91 11 2705 8615,71,Medium,SerpAPI,"Crowne Heights, Twin District Centre, 202, Swarn Jayanti Park, Sector 10, Rohini, New Delhi, Delhi 110085, India",construction companies,"Mobile App Development, Digital Marketing, AI Chatbot / CRM, Cloud Services, Analytics Integration, E-Commerce Development"
BRIJ GOPAL CONSTRUCTION Pvt Ltd.,,No,,83,High,SerpAPI,"Vikas surya shopping mall, Mangalam Place, Rohini, Delhi, 110085, India",construction companies,"Web Development, Mobile App Development, Digital Marketing, AI Chatbot / CRM"
Varindera Constructions Limited,http://vclgroup.in/,Yes,+91 124 404 6363,61,Medium,SerpAPI,"Plot No-65, Sector-18, Sarhaul, Village, Gurugram, Haryana 122015, India",construction companies,"Mobile App Development, AI Chatbot / CRM, CRM / HRM Software, E-Commerce Development"
DigiCoders Technologies Private Limited,https://digicoders.in/,Yes,+91 91984 83820,48,Low,SerpAPI,"2nd Floor, B, 36, near Ram Ram Bank Chauraha, Sector O, Aliganj, Lucknow, Uttar Pradesh 226021, India",it companies,None Identified
Mind You Infotech,https://mindyouinfotech.com/,Yes,+91 95172 86642,49,Low,SerpAPI,"UGF,Shop No.1,57, Om Sai Plaza, Harihar Nagar, Indira Nagar, Lucknow, Uttar Pradesh 226016, India",it companies,None Identified
Signature IT Software Designers,http://signaturesoftware.in/,Yes,+91 86682 10745,49,Low,SerpAPI,"3rd floor, Sikka House, A1/1, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010, India",it companies,Cloud Services
Taksh IT Solutions Private Limited,https://takshitsolutions.com/,Yes,+91 95606 02339,45,Low,SerpAPI,"TOWER-C, ITHUM TOWER 912A, Sector 62, Noida, Uttar Pradesh 201301, India",it companies,None Identified
Omninet Technologies (P) Limited - Best IT Company in Lucknow for Clients & Tech Talent,http://www.otpl.co.in/,Yes,+91 522 415 0500,48,Low,SerpAPI,"28, near Burlington crossing, Barafkhana, Murli Nagar, Husainganj, Lucknow, Uttar Pradesh 226001, India",it companies,"SSL / Security, E-Commerce Development"
Websofy Software Private Limited | Software Development | Website Development | Digital Marketing Company in Lucknow,https://www.websofy.com/,Yes,+91 93357 85354,51,Low,SerpAPI,"Sharan Vihar, HN-48, Sugamau Rd, Indira Nagar, Lucknow, Uttar Pradesh 226015, India",it companies,E-Commerce Development
Amitoos IT Services Private Limited (OPC),http://www.amitoos.com/,Yes,+91 90448 33555,50,Low,SerpAPI,"IIIrd Floor, 3D, 1 135, Sector 1, Vikas Nagar, Lucknow, Uttar Pradesh 226022, India",it companies,Cloud Services
Jamtech Technologies Pvt. Ltd,http://jamtechtechnologies.com/,Yes,+91 79058 02595,47,Low,SerpAPI,"CP-43, 1st Floor, The Engineering Tower, Sec-E, Engineering College Rd, behind SBI Bank, Sector B, Aliganj, Lucknow, Uttar Pradesh 226021, India",it companies,None Identified
SigmaIT Software Designers Pvt Ltd.,https://www.sigmasoftwares.org/,Yes,+91 99569 73891,48,Low,SerpAPI,"2/517, Vijay Khand Rd, Vijay Khand, Ujariyaon, Vijay Khand 2, Gomti Nagar, Lucknow, Uttar Pradesh 226010, India",it companies,E-Commerce Development
Duplex Technologies Services Pvt Ltd,https://www.duplextech.com/,Yes,+91 94520 00089,43,Low,SerpAPI,"SF-1, 2nd Floor, Adharshila Complex, Kursi Rd, Shekhupura, Aliganj, Lucknow, Uttar Pradesh 226024, India",it companies,None Identified
M.A. Construction | Best Construction Company in kolkata,https://mabuildingconstruction.com/,Yes,+91 74393 29904,71,Medium,SerpAPI,"6/7A, AJC Bose Rd, Elgin, Kolkata, West Bengal 700017, India",construction companies,"Mobile App Development, AI Chatbot / CRM, CRM / HRM Software, Cloud Services, E-Commerce Development"
Debjani Construction(Construction Co. Santoshpur)-Best Construction Company in Santoshpur Kolkata,,No,+91 98300 56751,88,High,SerpAPI,"26, Lake East 3rd Rd, Lake Terrace, Santoshpur, Kolkata, West Bengal 700075, India",construction companies,"Web Development, Mobile App Development, Digital Marketing, AI Chatbot / CRM"
Nu Calcutta Construction Company,http://nucalcutta.com/,Yes,+91 33 2290 1714,72,High,SerpAPI,"25 A & B, Nasiruddin Road, Kolkata, West Bengal 700017, India",construction companies,"Mobile App Development, Digital Marketing, SSL / Security, AI Chatbot / CRM, CRM / HRM Software, Cloud Services, Analytics Integration, E-Commerce Development"
OM KCS Builders and Developer,https://siddhart635.wixsite.com/omkcs,Yes,+91 99033 34646,57,Low,SerpAPI,"BLOCK-J, 1712, Tagore Park Rd, near GAYANPITH SCHOOL, Laskarhat, Tagore Park, Kasba, Kolkata, West Bengal 700039, India",construction companies,"AI Chatbot / CRM, Analytics Integration"
Simplex Projects Limited,http://www.simplexprojects.com/,Yes,+91 33 2252 7231,66,Medium,SerpAPI,"12/1, Nellie Sengupta Sarani, Lindsay St, Near Titan Showroom, Kolkata, West Bengal 700087, India",construction companies,"Website Revamp, Mobile App Development, AI Chatbot / CRM, Analytics Integration, E-Commerce Development"
R K Group of Companies,https://www.linkedin.com/company/r-k-group,Yes,+91 98300 52718,74,Medium,SerpAPI,"CB 8, Sector 1, Salt Lake City, Kolkata, West Bengal 700064, India",construction companies,"Website Revamp, Mobile App Development, AI Chatbot / CRM, Cloud Services, Analytics Integration, E-Commerce Development"
Royal Infraconstru Limited,http://royalconstruct.com/,Yes,+91 33 4018 8200,61,Medium,SerpAPI,"4th Floor, TOWER-1, DP Block, Sector V, Bidhannagar, Kolkata, West Bengal 700091, India",construction companies,"Mobile App Development, AI Chatbot / CRM, Analytics Integration, E-Commerce Development"
Kuber Dutt construction Pvt. Ltd,http://www.kuberdutt.com/,Yes,+91 33 2337 5557,67,Medium,SerpAPI,"112 AG, 8th Floor , Unit No.-809, AMP Baisakhi, AG Block, Sector 2, Bidhannagar, Kolkata, West Bengal 700091, India",construction companies,"Website Revamp, Mobile App Development, Digital Marketing, Cloud Services, Analytics Integration"
Damodar Ropeways & Infra Limited(DRIL),http://ropeways.com/,Yes,+91 33 4022 6363,51,Low,SerpAPI,"8th Floor, Wing-A, Constantia, 11, Sir UN Brahmachari Sarani, West Bengal 700017, India",construction companies,"Mobile App Development, Cloud Services"
Arcadia construction,,No,+91 91230 61719,88,High,SerpAPI,"P-426, Bansdroni Park, Ward Number 113, Kolkata, West Bengal 700070, India",construction companies,"Web Development, Mobile App Development, Digital Marketing, AI Chatbot / CRM"
